BASE/untwistycomplex2;PROVER;2015-04-26;PROVER;2015-04-26;11521;81920;false;
STANFORD/freeforall;PROVER;2015-04-26;PROVER;2015-04-26;682;5;false;
STANFORD/freeforall;PROVER;2015-04-26;PROVER;2015-04-26;719;10;false;
STANFORD/freeforall;PROVER;2015-04-26;PROVER;2015-04-26;680;20;false;
STANFORD/freeforall;PROVER;2015-04-26;PROVER;2015-04-26;964;40;false;
STANFORD/freeforall;PROVER;2015-04-26;PROVER;2015-04-26;973;80;false;
STANFORD/freeforall;PROVER;2015-04-26;PROVER;2015-04-26;1511;160;false;
STANFORD/freeforall;PROVER;2015-04-26;PROVER;2015-04-26;1954;320;false;
STANFORD/freeforall;PROVER;2015-04-26;PROVER;2015-04-26;3083;640;false;
STANFORD/freeforall;PROVER;2015-04-26;PROVER;2015-04-26;5003;1280;false;
STANFORD/freeforall;PROVER;2015-04-26;PROVER;2015-04-26;5188;2560;false;
STANFORD/freeforall;PROVER;2015-04-26;PROVER;2015-04-26;7653;5120;false;
STANFORD/freeforall;PROVER;2015-04-26;PROVER;2015-04-26;14271;10240;false;
STANFORD/knightstourmedium;PROVER;2015-04-26;PROVER;2015-04-26;424;5;false;
STANFORD/knightstourmedium;PROVER;2015-04-26;PROVER;2015-04-26;436;10;false;
STANFORD/knightstourmedium;PROVER;2015-04-26;PROVER;2015-04-26;506;20;false;
STANFORD/knightstourmedium;PROVER;2015-04-26;PROVER;2015-04-26;519;40;false;
STANFORD/knightstourmedium;PROVER;2015-04-26;PROVER;2015-04-26;597;80;false;
STANFORD/knightstourmedium;PROVER;2015-04-26;PROVER;2015-04-26;705;160;false;
STANFORD/knightstourmedium;PROVER;2015-04-26;PROVER;2015-04-26;921;320;false;
STANFORD/knightstourmedium;PROVER;2015-04-26;PROVER;2015-04-26;1225;640;false;
STANFORD/knightstourmedium;PROVER;2015-04-26;PROVER;2015-04-26;1581;1280;false;
STANFORD/knightstourmedium;PROVER;2015-04-26;PROVER;2015-04-26;2203;2560;false;
STANFORD/knightstourmedium;PROVER;2015-04-26;PROVER;2015-04-26;3347;5120;false;
STANFORD/knightstourmedium;PROVER;2015-04-26;PROVER;2015-04-26;4335;10240;false;
STANFORD/knightstourmedium;PROVER;2015-04-26;PROVER;2015-04-26;6912;20480;false;
STANFORD/knightstourmedium;PROVER;2015-04-26;PROVER;2015-04-26;10090;40960;false;
DRESDEN/capture_the_king;PROVER;2015-04-26;PROVER;2015-04-26;3025;5;false;
DRESDEN/capture_the_king;PROVER;2015-04-26;PROVER;2015-04-26;1800;10;false;
DRESDEN/capture_the_king;PROVER;2015-04-26;PROVER;2015-04-26;3298;20;false;
DRESDEN/capture_the_king;PROVER;2015-04-26;PROVER;2015-04-26;3139;40;false;
DRESDEN/capture_the_king;PROVER;2015-04-26;PROVER;2015-04-26;4788;80;false;
DRESDEN/capture_the_king;PROVER;2015-04-26;PROVER;2015-04-26;6646;160;false;
DRESDEN/capture_the_king;PROVER;2015-04-26;PROVER;2015-04-26;9453;320;false;
BASE/minichess-evilconjuncts;PROVER;2015-04-26;PROVER;2015-04-26;1099;5;false;
BASE/minichess-evilconjuncts;PROVER;2015-04-26;PROVER;2015-04-26;1340;10;false;
BASE/minichess-evilconjuncts;PROVER;2015-04-26;PROVER;2015-04-26;1677;20;false;
BASE/minichess-evilconjuncts;PROVER;2015-04-26;PROVER;2015-04-26;1912;40;false;
BASE/minichess-evilconjuncts;PROVER;2015-04-26;PROVER;2015-04-26;3170;80;false;
BASE/minichess-evilconjuncts;PROVER;2015-04-26;PROVER;2015-04-26;4875;160;false;
